Kejadian,KELURAHAN,KECAMATAN,LUAS WILAYAH,KETINGGIAN WILAYAH,RAIN_D-1,RAINFALL_D-1,RAIN_LAST3D,ARAINFALL_LAST3D,RAIN_LAST7D,RAINFALL_LAST7D,TEPS_OF_DAY,CIPINANG HULU,STATUS_CIPINANG HULU,SUNTER HULU,STATUS_SUNTER HULU,PULO GADUNG,STATUS_PULO GADUNG
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,Batu Ampar,Kramatjati (Kramat Jati),2.55,29,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CIPAYUNG,Cipayung,3.09,50,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CIPINANG CEMPEDAK,Jatinegara,1.67,18,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,CIRACAS,Ciracas,9.93,44,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,GEDONG,Pasar Rebo,2.85,32,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,JATINEGARA,Cakung,6.6,11,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,25,NO,37,TIDAK HUJAN,90,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,44,NO,159,TIDAK HUJAN,105,NORMAL,105,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,17,NO,25,TIDAK HUJAN,155,WASPADA,160,WASPADA,450,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,22,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,4,NO,4,TIDAK HUJAN,90,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,1,NO,14,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,8,NO,53,TIDAK HUJAN,100,NORMAL,125,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,39,NO,94,TIDAK HUJAN,100,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,25,NO,30,TIDAK HUJAN,110,NORMAL,100,NORMAL,440,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,15,NO,67,TIDAK HUJAN,90,NORMAL,90,NORMAL,330,NORMAL
