Kejadian,KELURAHAN,RAIN_D-1,RAINFALL_D-1,RAIN_LAST3D,ARAINFALL_LAST3D,RAIN_LAST7D,RAINFALL_LAST7D,TEPS_OF_DAY,CIPINANG HULU,SUNTER HULU,PULO GADUNG
TIDAK BANJIR,MALAKA SARI,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,MALAKA SARI,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,MALAKA SARI,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PEKAYON,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PEKAYON,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PEKAYON,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PEKAYON,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PEKAYON,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PENGGILINGAN,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PENGGILINGAN,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PENGGILINGAN,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PENGGILINGAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PINANGRANTI,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PINANGRANTI,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PINANGRANTI,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PINANGRANTI,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PINANGRANTI,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,Pisangan Baru,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,Pisangan Baru,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,Pisangan Baru,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,Pisangan Baru,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,Pisangan Baru,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,Pisangan Baru,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PISANGAN TIMUR,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PISANGAN TIMUR,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PISANGAN TIMUR,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PISANGAN TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PONDOK BAMBU,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PONDOK BAMBU,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PONDOK BAMBU,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PONDOK BAMBU,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PONDOK KELAPA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PONDOK KELAPA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PONDOK KELAPA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PONDOK KELAPA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,PULO GADUNG,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,PULO GADUNG,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,PULO GADUNG,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,PULO GADUNG,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,PULO GADUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,RAMBUTAN,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,RAMBUTAN,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,RAMBUTAN,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,RAMBUTAN,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,RAMBUTAN,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,RAMBUTAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,RAWA BUNGA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,RAWA BUNGA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,RAWA BUNGA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,RAWA BUNGA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,RAWA TERATE,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,RAWA TERATE,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,RAWA TERATE,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,RAWA TERATE,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,RAWA TERATE,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,RAWAMANGUN,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,RAWAMANGUN,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,RAWAMANGUN,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,RAWAMANGUN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,SUSUKAN,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,SUSUKAN,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,SUSUKAN,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,SUSUKAN,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,SUSUKAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Utan Kayu Selatan,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,UTAN KAYU UTARA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,UTAN KAYU UTARA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,UTAN KAYU UTARA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,UTAN KAYU UTARA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
